EXPID,PEAKID,YEAR,SEASON,HOST,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,SKI,PARAPENTE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,O2USED,COMRTE,STDRTE,PRIMRTE,CAMP_HEIGHTS,CAMP_SITES_LIST,NUM_CAMPS,TERMREASON_STRING,YEAR_SEASON_DATE,PKNAME,PKNAME2,LOCATION,HEIGHTM,REGION,OPEN,PSTATUS,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M
CHOY02122,CHOY,2002,1,2,NW side,,,,Canada,0,0,0,0,11,21,2002-05-25,7,0,0,2,0,0,1,0,0,0,1,True,False,"['5700', '6400', '6900']","[('BC(04/05),', ''), ('ABC(08/05,5700m),', ''), ('C1(13/05,6400m),', '')]",3,"Illness, AMS, exhaustion, or frostbite",2002-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02123,CHOY,2002,1,2,NW side,,,,Italy,1,0,0,0,34,38,2002-05-23,1,0,0,2,2,0,0,0,0,0,1,True,False,"['4800', '5700', '6450', '7100', '7500']","[('BC(15/04,4800m),', ''), ('ABC(19/04,5700m),', ''), ('C1(25/04,6450m),', ''), ('C2(01/05,7100m),', ''), ('C3(08/05,7500m),', '')]",5,Success (main peak),2002-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02124,CHOY,2002,1,2,NW side,,,,Spain,0,0,0,0,9,23,2002-05-10,4,0,0,1,0,0,1,0,0,0,1,True,False,"['4900', '5400', '6200', '6200']","[('BC(17/04),', ''), ('ABC(19/04,4900m),', ''), ('C1(23/04,5400m),', ''), ('C2(26/04,6200m),', '')]",4,"Bad weather (storms, high winds)",2002-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02125,CHOY,2002,1,2,NW side,,,,Australia,0,0,0,0,3,5,2002-04-22,7,0,0,1,0,0,0,0,0,0,1,True,False,"['4900', '5200']","[('BC(17/04),', ''), ('ABC(19/04,4900m),', '')]",2,"Illness, AMS, exhaustion, or frostbite",2002-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02126,CHOY,2002,1,2,NW side,,,,Netherlands,0,0,0,0,24,35,2002-05-30,4,0,0,13,0,0,3,0,1,0,1,True,False,"['5700', '6400', '6750', '7100', '7500', '7700']","[('BC(25/04),', ''), ('ABC(27/04,5700m),', ''), ('C1(02/05,6400m),', ''), ('C1A(08/05,6750m),', ''), ('C2(12/05,7100m),', ''), ('C3(13/05,7500m),', '')]",6,"Bad weather (storms, high winds)",2002-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02112,CHOY,2002,1,2,NW side,,,,UK,1,0,0,0,32,36,2002-05-18,1,0,0,4,2,1,3,0,0,0,1,True,False,"['5400', '5600', '5800', '6400', '7000', '7400']","[('BC(12/04,5400m),', ''), ('IntC(13/04,5600m),', ''), ('ABC(14/04,5800m),', ''), ('C1(17/04,6400m),', ''), ('C2(24/04,7000m),', ''), ('C3(13/05,7400m),', '')]",6,Success (main peak),2002-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02113,CHOY,2002,1,2,NW side,,,,New Zealand,0,0,0,0,13,23,2002-05-03,7,0,0,1,0,0,0,0,0,0,1,True,False,"['5000', '5700', '6425', '6715']","[('BC(13/04,5000m),', ''), ('ABC(15/04,5700m),', ''), ('C1(18/04,6425m),', '')]",3,"Illness, AMS, exhaustion, or frostbite",2002-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02114,CHOY,2002,1,2,NW side,,,,Italy,1,0,0,0,22,25,2002-05-12,1,0,0,10,3,0,1,0,0,0,1,True,False,"['5700', '6400', '7100']","[('BC(17/04),', ''), ('ABC(19/04,5700m),', ''), ('C1(23/04,6400m),', ''), ('C2(08/05,7100m),', '')]",4,Success (main peak),2002-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02327,CHOY,2002,3,2,NW side,,,,Switzerland,1,0,0,0,23,28,2002-10-06,1,0,0,5,4,0,0,0,0,0,1,True,False,"['4900', '5715', '6430', '7160']","[('BC(08/09,4900m),', ''), ('ABC(11/09,5715m),', ''), ('C1(20/09,6430m),', ''), ('C2(30/09,7160m),', '')]",4,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02301,CHOY,2002,3,2,NW side,,,,Italy,0,0,0,0,14,24,2002-09-29,4,0,0,2,0,0,2,0,0,0,1,True,False,"['4800', '5650', '6440', '7400']","[('BC(05/09,4800m),', ''), ('ABC(08/09,5650m),', ''), ('', 'C1'), ('', 'm'), ('', 'C2'), ('', 'm')]",6,"Bad weather (storms, high winds)",2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02302,CHOY,2002,3,2,NW side,,,,Italy,1,0,0,0,23,28,2002-10-06,1,0,0,5,4,0,0,0,0,0,1,True,False,"['4940', '5720', '6440', '7140', '7585']","[('BC(08/09,4940m),', ''), ('ABC(11/09,5720m),', ''), ('C1(15/09,6440m),', ''), ('C2(18/09,7140m),', ''), ('C3(30/09,7585m),', '')]",5,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02303,CHOY,2002,3,2,NW side,,,,Spain,1,0,0,0,23,28,2002-10-07,1,0,0,4,1,0,0,0,0,0,1,True,False,"['4900', '5700', '6300', '7100']","[('BC(09/09,4900m),', ''), ('ABC(11/09,5700m),', ''), ('C1(15/09,6300m),', ''), ('C2(22/09,7100m),', '')]",4,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02304,CHOY,2002,3,2,NW side,,,,Spain,1,0,0,0,20,26,2002-10-07,1,0,0,7,4,0,0,0,0,0,1,True,False,"['4900', '5700', '6400', '7100']","[('BC(11/09,4900m),', ''), ('ABC(13/09,5700m),', ''), ('C1(16/09,6400m),', ''), ('C2(18/09,7100m),', '')]",4,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02305,CHOY,2002,3,2,NW side,,,,Norway,0,0,0,0,14,29,2002-10-01,4,0,0,1,0,0,1,0,0,0,1,True,False,"['5700', '6400', '7000']","[('BC(02/09),', ''), ('ABC(05/09,5700m),', ''), ('C1(12/09,6400m),', ''), ('C2(16/09,7000m),', '')]",4,"Bad weather (storms, high winds)",2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02306,CHOY,2002,3,2,NW side,,,,France,0,0,0,0,20,29,2002-10-02,4,0,0,7,0,0,2,0,0,0,1,True,False,"['5700', '6400', '7000', '7600']","[('BC(03/09),', ''), ('ABC(08/09,5700m),', ''), ('C1(12/09,6400m),', ''), ('C2(22/09,7000m),', '')]",4,"Bad weather (storms, high winds)",2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02307,CHOY,2002,3,2,NW side,,,,Spain,1,0,0,0,21,26,2002-10-07,1,0,0,4,2,0,0,0,0,0,1,True,False,"['4950', '5700', '6400', '7100']","[('BC(11/09,4950m),', ''), ('ABC(15/09,5700m),', ''), ('C1(20/09,6400m),', ''), ('C2(29/09,7100m),', '')]",4,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02308,CHOY,2002,3,2,NW side,,,,Spain,1,0,0,0,22,26,2002-10-08,1,0,0,7,5,0,3,2,0,0,1,True,False,"['5700', '6400', '7000', '7400']","[('BC(12/09),', ''), ('ABC(14/09,5700m),', ''), ('C1(17/09,6400m),', ''), ('C2(20/09,7000m),', ''), ('C3(04/10,7400m),', '')]",5,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02309,CHOY,2002,3,2,NW side,,,,Germany,1,0,0,0,25,31,2002-10-07,1,0,0,18,8,0,7,4,0,1,1,True,False,"['5700', '6400', '7050', '7480']","[('BC(06/09),', ''), ('ABC(08/09,5700m),', ''), ('C1(15/09,6400m),', ''), ('C2(22/09,7050m),', ''), ('C3(30/09,7480m),', '')]",5,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02310,CHOY,2002,3,2,NW side,,,,Spain,1,0,0,0,30,35,2002-10-10,1,0,1,7,2,0,4,3,0,0,1,True,False,"['5600', '6400', '7000', '7500']","[('BC(15/09),', ''), ('ABC(17/09,5600m),', ''), ('C1(23/09,6400m),', ''), ('C2(01/10,7000m),', ''), ('C3(04/10,7500m),', '')]",5,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02311,CHOY,2002,3,2,NW side,,,,Italy,1,0,0,0,22,28,2002-10-07,1,0,0,14,4,0,0,0,0,0,1,True,False,"['4900', '5770', '6400', '7165']","[('BC(09/09,4900m),', ''), ('ABC(11/09,5770m),', ''), ('C1(12/09,6400m),', ''), ('C2(22/09,7165m),', '')]",4,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02312,CHOY,2002,3,2,NW side,,,,Italy,1,0,0,0,17,21,2002-10-09,1,0,0,10,1,0,1,0,0,0,1,True,False,"['4800', '5700', '6400', '7200']","[('BC(18/09,4800m),', ''), ('ABC(20/09,5700m),', ''), ('C1(23/09,6400m),', ''), ('C2(30/09,7200m),', '')]",4,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02313,CHOY,2002,3,2,NW side,,,,Italy,0,0,0,0,21,25,2002-10-10,4,0,0,5,0,0,1,0,0,0,1,True,False,"['5800', '6450', '7150', '7500']","[('BC(15/09),', ''), ('ABC(18/09,5800m),', ''), ('C1(25/09,6450m),', ''), ('C2(05/10,7150m),', ''), ('C3(06/10,7500m),', '')]",5,"Bad weather (storms, high winds)",2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02314,CHOY,2002,3,2,NW side,,,,New Zealand,1,0,0,0,28,31,2002-10-03,1,0,0,9,3,0,3,3,0,1,1,True,False,"['5800', '6400', '7100']","[('BC(02/09),', ''), ('ABC(08/09,5800m),', ''), ('C1(14/09,6400m),', ''), ('C2(20/09,7100m),', '')]",4,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02315,CHOY,2002,3,2,NW side,,,,Japan,0,0,0,0,15,29,2002-09-30,4,0,0,1,0,0,2,0,0,0,1,True,False,"['4700', '5600', '6300', '7300', '7300']","[('BC(01/09,4700m),', ''), ('ABC(05/09,5600m),', ''), ('C1(13/09,6300m),', ''), ('C2(16/09,7300m),', '')]",4,"Bad weather (storms, high winds)",2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02316,CHOY,2002,3,2,NW side,,,,Canada,0,0,0,0,22,0,,10,0,0,1,0,0,0,0,0,0,1,True,False,"['4800', '5700', '6400', '7200', '7700']","[('BC(02/09,4800m),', ''), ('ABC(06/09,5700m),', ''), ('C1(12/09,6400m),', ''), ('C2(17/09,7200m),', '')]",4,"Route technically too difficult, lack of experience, strength, or motivation",2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02317,CHOY,2002,3,2,NW side,,,,Switzerland,1,0,0,0,8,11,2002-10-16,1,0,0,4,1,0,0,0,0,0,1,True,False,"['5000', '5700', '6500']","[('BC(05/10,5000m),', ''), ('ABC(07/10,5700m),', ''), ('C1(11/10,6500m),', '')]",3,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02318,CHOY,2002,3,2,NW side,,,,Japan,0,0,0,0,26,30,2002-10-02,4,0,0,3,0,0,0,0,0,0,1,True,False,"['4800', '5700', '6400', '7200', '7550']","[('BC(02/09,4800m),', ''), ('ABC(06/09,5700m),', ''), ('C1(12/09,6400m),', ''), ('C2(18/09,7200m),', '')]",4,"Bad weather (storms, high winds)",2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02319,CHOY,2002,3,2,NW side,,,,Japan,0,0,0,0,22,30,2002-10-02,4,0,0,1,0,0,0,0,0,0,1,True,False,"['4800', '5700', '6400', '7100', '7500', '7600']","[('BC(02/09,4800m),', ''), ('ABC(06/09,5700m),', ''), ('C1(10/09,6400m),', ''), ('C2(17/09,7100m),', ''), ('C3(24/09,7500m),', '')]",5,"Bad weather (storms, high winds)",2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02320,CHOY,2002,3,2,NW side,,,,UK,1,0,0,0,30,32,2002-10-03,1,0,0,5,2,0,1,1,0,1,1,True,False,"['5700', '6400', '7000', '7400']","[('BC(01/09),', ''), ('ABC(04/09,5700m),', ''), ('C1(08/09,6400m),', ''), ('C2(10/09,7000m),', ''), ('C3(30/09,7400m),', '')]",5,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02321,CHOY,2002,3,2,NW side,,,,USA,0,0,0,0,21,26,2002-09-29,4,0,0,4,0,0,1,0,0,1,1,True,False,"['4800', '5800', '6400', '7200', '7700']","[('BC(03/09,4800m),', ''), ('ABC(05/09,5800m),', ''), ('C1(12/09,6400m),', ''), ('C2(15/09,7200m),', '')]",4,"Bad weather (storms, high winds)",2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02322,CHOY,2002,3,2,NW side,,,,UK,0,0,0,0,24,28,2002-09-28,5,0,0,5,0,0,0,0,0,0,1,True,False,"['4800', '5700', '6400', '7100', '7600']","[('BC(08/31,4800m),', ''), ('ABC(09/04,5700m),', ''), ('C1(09/08,6400m),', ''), ('C2(09/11,7100m),', '')]",4,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02323,CHOY,2002,3,2,NW side,,,,UK,1,0,0,0,21,27,2002-10-07,1,0,0,1,1,0,0,0,0,0,1,True,False,"['4900', '5750', '6400', '7100']","[('BC(10/09,4900m),', ''), ('ABC(15/09,5750m),', ''), ('C1(17/09,6400m),', ''), ('C2(21/09,7100m),', '')]",4,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02324,CHOY,2002,3,2,NW side,,,,USA,0,0,0,0,24,28,2002-09-30,4,0,0,4,0,0,2,0,0,0,1,True,False,"['5000', '5600', '6200', '7000', '7400', '7400']","[('BC(02/09,5000m),', ''), ('ABC(04/09,5600m),', ''), ('C1(09/09,6200m),', ''), ('C2(14/09,7000m),', ''), ('C3(15/09,7400m),', '')]",5,"Bad weather (storms, high winds)",2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02325,CHOY,2002,3,2,NW side,,,,Japan,1,0,0,0,21,0,,1,0,0,13,9,0,8,6,0,1,1,True,False,"['4900', '5700', '6450', '7100', '7600']","[('BC(09/09,4900m),', ''), ('ABC(11/09,5700m),', ''), ('C1(16/09,6450m),', ''), ('C2(28/09,7100m),', ''), ('C3(30/09,7600m),', '')]",5,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02326,CHOY,2002,3,2,NW side,,,,USA,1,0,0,0,30,34,2002-10-05,1,0,0,14,6,0,5,2,0,1,1,True,False,"['4875', '5700', '6400', '7130', '7560']","[('BC(01/09,4875m),', ''), ('ABC(05/09,5700m),', ''), ('C1(10/09,6400m),', ''), ('C2(16/09,7130m),', ''), ('C3(20/09,7560m),', '')]",5,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02127,CHOY,2002,1,2,NW side,,,,Germany,1,0,0,0,12,15,2002-05-13,1,0,0,2,1,0,2,1,0,0,1,True,False,"['5200', '5700', '6400', '7000']","[('BC(28/04,5200m),', ''), ('ABC(30/04,5700m),', ''), ('C1(07/05,6400m),', ''), ('C2(08/05,7000m),', '')]",4,Success (main peak),2002-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02328,CHOY,2002,3,2,NW side,,,,Japan,1,0,0,0,37,45,2002-10-09,1,0,0,13,11,0,6,6,0,1,1,True,False,"['5000', '5700', '6400', '7200', '7500']","[('BC(25/08,5000m),', ''), ('ABC(02/09,5700m),', ''), ('C1(11/09,6400m),', ''), ('C2(18/09,7200m),', ''), ('C3(30/09,7500m),', '')]",5,Success (main peak),2002-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY02401,CHOY,2002,4,2,NW side,,,,Spain,1,0,0,0,20,25,2002-12-08,1,0,0,3,2,0,0,0,0,0,1,True,False,"['5600', '6450', '7000']","[('BC(13/11),', ''), ('ABC(15/11,5600m),', ''), ('C1(25/11,6450m),', ''), ('C2(27/11,7000m),', '')]",4,Success (main peak),2002-11-30,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03102,CHOY,2003,1,2,NW side,,,,Czech Republic,0,0,0,0,8,19,2003-05-12,9,0,0,4,0,0,1,0,0,0,1,True,False,"['5700', '6400', '6800']","[('BC(23/04),', ''), ('ABC(25/04,5700m),', ''), ('C1(28/04,6400m),', '')]",3,Lack of time,2003-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03101,CHOY,2003,1,2,NW side,,,,Australia,0,0,0,0,25,33,2003-05-19,6,0,0,4,0,1,2,0,0,1,1,True,False,"['6250', '6900', '7400', '7400']","[('BC(16/04),', ''), ('ABC(20/04),', ''), ('C1(26/04,6250m),', ''), ('C2(10/05,6900m),', ''), ('C3(11/05,7400m),', '')]",5,Accident (death or serious injury),2003-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03103,CHOY,2003,1,2,NW side,,,,France,1,0,0,0,34,38,2003-05-16,1,0,0,4,1,0,2,0,0,0,1,True,False,"['4900', '5730', '6400', '7130']","[('BC(08/04,4900m),', ''), ('ABC(11/04,5730m),', ''), ('C1(17/04,6400m),', ''), ('C2(09/05,7130m),', '')]",4,Success (main peak),2003-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03104,CHOY,2003,1,2,NW side,,,,Spain,0,0,0,0,10,20,2003-05-18,4,0,0,7,0,0,2,0,0,0,1,True,False,"['4900', '5700', '6400', '7000', '7100']","[('BC(28/04,4900m),', ''), ('ABC(01/05,5700m),', ''), ('C1(03/05,6400m),', ''), ('xxx.Mbrs(08/05,7000m),', '')]",4,"Bad weather (storms, high winds)",2003-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03105,CHOY,2003,1,2,NW side,,,,Netherlands,1,0,0,0,16,20,2003-05-17,1,0,0,2,1,0,2,2,0,0,1,True,False,"['5700', '6400', '6800', '7130', '7550']","[('BC(27/04),', ''), ('ABC(30/04,5700m),', ''), ('C1(04/05,6400m),', ''), ('C1.5(10/05,6800m),', ''), ('C2(11/05,7130m),', ''), ('C3(12/05,7550m),', '')]",6,Success (main peak),2003-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03106,CHOY,2003,1,2,NW side,,,,Germany,1,0,0,0,26,29,2003-05-16,1,1,0,5,3,0,6,0,0,0,1,True,False,"['4900', '5700', '6440', '7000', '7500']","[('BC(17/04,4900m),', ''), ('ABC(20/04,5700m),', ''), ('C1(28/04,6440m),', ''), ('C2(11/05,7000m),', ''), ('C3(12/05,7500m),', '')]",5,Success (main peak),2003-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03107,CHOY,2003,1,2,NW side,,,,Italy,0,0,0,0,27,35,2003-05-20,4,0,0,3,0,0,0,0,0,0,1,True,False,"['4900', '5700', '6500', '7100', '7500', '7500']","[('BC(16/04,4900m),', ''), ('ABC(19/04,5700m),', ''), ('C1(22/04,6500m),', ''), ('C2(11/05,7100m),', ''), ('C3(12/05,7500m),', '')]",5,"Bad weather (storms, high winds)",2003-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03108,CHOY,2003,1,2,NW side,,,,Switzerland,0,0,0,0,23,27,2003-05-24,4,0,0,8,0,0,2,0,0,0,1,True,False,"['4900', '5700', '6400', '7050', '7550']","[('BC(27/04,4900m),', ''), ('ABC(30/04,5700m),', ''), ('C1(05/05,6400m),', ''), ('C2(13/05,7050m),', '')]",4,"Bad weather (storms, high winds)",2003-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03109,CHOY,2003,1,2,NW side,,,,Spain,0,0,0,0,38,40,2003-05-15,7,0,0,3,0,0,0,0,0,0,1,True,False,"['5700', '6400', '7000', '7500', '8000']","[('BC(05/04),', ''), ('ABC(09/04,5700m),', ''), ('C1(13/04,6400m),', ''), ('C2(11/05,7000m),', ''), ('C3(12/05,7500m),', '')]",5,"Illness, AMS, exhaustion, or frostbite",2003-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03110,CHOY,2003,1,2,NW side,,,,Australia,1,0,0,0,22,29,2003-05-18,1,0,0,5,3,0,2,2,0,1,1,True,False,"['4900', '5650', '6400', '7000', '7600']","[('BC(19/04,4900m),', ''), ('ABC(04/05,5650m),', ''), ('C1(08/05,6400m),', ''), ('C2(09/05,7000m),', ''), ('C3(15/05,7600m),', '')]",5,Success (main peak),2003-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03111,CHOY,2003,1,2,NW side,,,,UK,1,0,0,0,21,30,2003-05-20,1,0,0,11,2,0,7,2,0,1,1,True,False,"['4900', '5650', '6400', '7200', '7400']","[('BC(20/04,4900m),', ''), ('ABC(23/04,5650m),', ''), ('C1(28/04,6400m),', ''), ('C2(09/05,7200m),', ''), ('C3(10/05,7400m),', '')]",5,Success (main peak),2003-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03112,CHOY,2003,1,2,NW side,,,,Germany,1,0,0,0,25,31,2003-05-19,1,0,0,13,5,1,3,2,0,1,1,True,False,"['5000', '5700', '6350', '7000', '7450']","[('BC(18/04,5000m),', ''), ('ABC(21/04,5700m),', ''), ('C1(26/04,6350m),', ''), ('C2(05/05,7000m),', ''), ('C3(12/05,7450m),', '')]",5,Success (main peak),2003-03-02,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03335,CHOY,2003,3,2,NW side,,,,USA,1,0,0,0,23,27,2003-10-09,1,0,0,5,2,0,3,1,0,1,1,True,False,"['5700', '6100', '7100']","[('BC(12/09),', ''), ('ABC(14/09,5700m),', ''), ('C1(19/09,6100m),', ''), ('C2(20/09,7100m),', '')]",4,Success (main peak),2003-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03301,CHOY,2003,3,2,NW side,,,,New Zealand,1,0,0,0,21,24,2003-09-30,1,0,0,9,7,0,4,4,0,1,1,True,False,"['5500', '6300', '7000', '7400']","[('BC(06/09),', ''), ('ABC(09/09,5500m),', ''), ('C1(15/09,6300m),', ''), ('C2(19/09,7000m),', ''), ('C3(26/09,7400m),', '')]",5,Success (main peak),2003-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
CHOY03302,CHOY,2003,3,2,NW side,,,,Brazil,1,0,0,0,22,25,2003-09-30,1,0,0,2,1,0,0,0,0,0,1,True,False,"['5800', '6200', '7100', '7500']","[('BC(05/09),', ''), ('ABC(06/09,5800m),', ''), ('C1(12/09,6200m),', ''), ('C2(19/09,7100m),', ''), ('C3(21/09,7500m),', '')]",5,Success (main peak),2003-08-31,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,2,True,2,Cho Oyu,,28.096408,86.6595,8201.0
